, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,Bankrupt?
0,0.512504265587676,0.5671609245529871,0.5551153702018311,0.601579728736361,0.6015941423197221,0.9990104535575258,0.797460290407071,0.8093611372373789,0.303561505967909,0.7816299044685309,8650000000.0,0.0,0.46463350192496394,0.000381038103810381,0.28423929547525106,0.24175129577346102,0.24175129577346102,0.24175129577346102,0.248274558003214,0.331647449954021,0.116036722779315,0.12222131748228998,0.203509829027642,0.0220753973431981,0.84799428987563,0.689269039277834,0.689269039277834,0.21758027377745698,5720000000.0,0.00044126833941213797,0.263558446200589,0.378190082336724,0.00800309515414929,0.0056370221850136105,0.631012588868646,0.007329083796131641,0.13166248450585,0.8683375154941501,0.0072934404197360705,0.37441369946967296,0.006801452666471679,0.121826501864608,0.202126536460297,0.404375267107257,0.218890554722639,0.000884623578464691,0.00714807208699625,0.00015324056992499,0.0018677929405143102,0.0533870967741935,0.0962119765580248,0.407939666674205,0.00655710858920255,0.787866348344948,0.400831947384259,0.541923063236476,0.0948542170152155,0.0057521856648568605,0.00398380839194847,0.126144521072548,0.34952298500067897,0.27755409510934004,0.0061662384962167,0.908188426284114,0.734694724212573,0.33217435919953997,0.000814343114902633,0.9478683852450369,0.00236873843467194,0.0251592025369797,8500000000.0,6500000000.0,0.593931615124448,4490000000.0,0.671579163371423,0.0628334536923487,0.908188426284114,0.33217435919953997,0.111682993957448,0.6616981585870191,0.462894389021414,0.602525204977813,0.317719067522799,0.0362747389811143,0.0,0.8163919303458871,0.0103721516624858,0.6237114172498461,0.601578093304485,0.841746667512738,0.280094429441248,0.0268885586194215,0.565583634253712,1.0,0.0281147011714123,0
1,0.523862916199483,0.579862625381596,0.568874136731088,0.606689344037821,0.606689344037821,0.99906591622595,0.797498195694485,0.8093939469690579,0.30351171599217797,0.7816599396321279,0.00011286121805238301,4750000000.0,0.458518909941874,0.00017001700170017,0.21915173600566898,0.17989128144621,0.17989128144621,0.17989128144621,0.235416469698402,0.312548631251326,0.0494275299847241,0.11945281328882001,0.190931686374934,0.0221156951608216,0.848057932813386,0.689445855201608,0.689445855201608,0.21760061537959,7030000000.0,0.00047732742160693095,0.264071302577492,0.366109682947729,0.0155338048867242,0.007089322721391609,0.630639648771935,0.008582970845986191,0.14336245729661098,0.8566375427033891,0.0068259503353729,0.372076325872377,0.00536584771375646,0.11842298109336098,0.18913354950607003,0.40861281069849104,0.20089955022488798,0.00153794649650513,0.00411242565654927,5500000000.0,0.00118543197156174,0.0520967741935484,0.0194233509099188,0.39874720155582205,0.00211486392716685,0.8889940427073281,0.50691444556806,0.827653582152133,0.13927550630213,0.00918232288255306,0.007334481808192029,0.100507308671827,0.33489729643759103,0.277313630873402,0.0167453788240408,0.662645665364326,0.742998285070627,0.33131964650395196,0.00430272846667004,0.9407347768169029,0.00240584223619758,0.0268779659766386,0.000165149734828389,0.000101694907696214,0.5939895649426279,7800000000.0,0.671575749623397,0.0847775595598403,0.662645665364326,0.33131964650395196,0.11741216578297999,0.650900483850664,0.4606902386613879,0.537852326319085,0.316006534080169,0.0188824931688315,0.0,0.823628041787257,0.0011236743287985301,0.623950938131364,0.606688996424607,0.842525358513888,0.281003965711975,0.0267978062542046,0.565189904008231,1.0,0.0255421716298028,0
2,0.46765465802174205,0.521369385085041,0.521280582472295,0.594877412473515,0.594877412473515,0.998950369000066,0.7973508630992441,0.809281456460444,0.30349624726185304,0.781544149865922,391000000.0,509000000.0,0.46340890599968104,0.000165016501650165,0.0,0.175635245038136,0.175635245038136,0.175635245038136,0.211780277961615,0.320046686001273,0.0292360512424944,0.0938034362022637,0.166829856142201,0.0219780346552066,0.847903048724939,0.689022685760016,0.689022685760016,0.21755337175975897,7170000000.0,0.00043335780027321097,0.263396818736353,0.378236652881785,0.00654974555461605,0.00327204308990664,0.629720825742113,0.006553953619857921,0.123499712791366,0.876500287208634,0.00504350360778819,0.37563606757581897,0.00536584771375646,0.0937840962756689,0.165877384812608,0.40031054777250996,0.146926536731634,0.00154200440282836,0.00410303265774901,0.000109293773063709,0.000127848119460072,0.0343548387096774,0.0337940455032828,0.390775875715158,0.0373140911460864,0.758099008889188,0.166027803974956,0.304634746353515,0.00284148991477645,0.0034876422916482,0.00017342583143692902,0.0866555413974451,0.34469368070603007,0.279588294329409,0.008260573508565171,0.6604043926701321,0.7324533949855241,0.33010574517589397,0.0137624274504431,0.9327497254249258,0.0021414266268463197,0.0111722818848707,7790000000.0,4220000000.0,0.5939202138725279,220000000.0,0.671572833213208,0.62237142049012,0.6604043926701321,0.33010574517589397,0.117790771080661,0.6438249501789871,0.459458238783003,0.5808273701468821,0.314709664264541,0.0440304310606488,0.0,0.7901508232170591,0.00974166422783277,0.6285959666623679,0.5948773463490971,0.8395791474673859,0.27953192420598605,0.026667625765742994,0.5644914056513051,1.0,0.0301885116285294,0
3,0.548188953346658,0.6001962494548629,0.603726109534772,0.5986537713140861,0.5986537713140861,0.9990222393745659,0.7974481164461501,0.809366475328644,0.30351558317475896,0.781635799220265,2760000000.0,764000000.0,0.461593819984399,0.0,0.070452474946857,0.17525599426909902,0.17525599426909902,0.17525599426909902,0.231729223787463,0.31760628138926195,0.0544338067365428,0.110821594332709,0.183324546207728,0.0222091228854451,0.8481966179507621,0.6899731579116241,0.6899731579116241,0.217657017697934,7450000000.0,0.000481993891067434,0.26472869120606696,0.375721843448456,0.0270645021388389,0.0133308462894595,0.63061225188696,0.00132775239606416,0.0373673549596396,0.96263264504036,0.005457378744637711,0.36963718146295005,0.00536584771375646,0.110834269708665,0.18232410828745899,0.40121887991125704,0.41679160419790096,0.00301299544500015,0.00209890827736672,0.000210944624934151,0.000655127050014336,0.0612903225806452,0.0337147305494764,0.39886027000746205,0.007124540529161829,0.879560707473917,0.32042560783831603,0.6035486431415671,0.0214702310807753,0.0139088059264736,0.00267098503260069,0.0422703212054619,0.341276510291358,0.277290082363291,0.0343019749865214,1.0,0.7380406892462289,0.32745707656458,0.0,0.9445212823904641,0.00259210310309632,0.0181358847665326,4990000000.0,2530000000.0,0.5939489761923139,59300000.0,0.671566215717951,0.333828167451003,1.0,0.32745707656458,0.11093323366346801,0.6144429200404781,0.441384920764257,0.565358889979641,0.31151277230207397,0.0107989095083249,0.0,0.834406996845706,0.000892879192011242,0.624636869632962,0.5986543747084201,0.8420884308729399,0.275742083363345,0.0267911566924924,0.5651583957576041,1.0,0.10148664932138499,0
4,0.6303807341685761,0.6389010030527691,0.693559612398951,0.6158131423053089,0.6158131423053089,0.9992956241110079,0.797747900233837,0.8096352026547758,0.303467485091407,0.781934747343923,2940000000.0,2110000000.0,0.48640950152235707,0.000336033603360336,0.0521307824678611,0.259955332687202,0.259955332687202,0.259955332687202,0.32400491632788103,0.38643276508453006,0.0664428210596367,0.198925168960182,0.25796490170972397,0.0221505567238323,0.848080884268388,0.689493117682539,0.689493117682539,0.217606017684365,9610000000.0,0.000523418165422699,0.264690615505358,0.39671584516225206,0.00742275375115834,0.00654595770112304,0.6308495774030489,0.0100785161272673,0.155304289990023,0.8446957100099771,0.00504233564731331,0.378383879503358,0.00536584771375646,0.198902405263244,0.257054520775206,0.39883685256215295,0.11394302848575698,0.00101244762764652,0.00624122074828044,0.00034030106613018503,8250000000.0,0.0340322580645161,0.0183246919201563,0.412383256823681,0.0328903939537862,0.7631179773933471,0.21511931017112199,0.23330563910964702,0.053325283520625995,0.00668607941523557,0.00475777951085757,0.0591269341231599,0.36805130372068606,0.277269792898299,0.00225758813710246,0.354379943489267,0.733009609445475,0.329461329177563,0.0438507637124523,0.95857353110019,0.0034997861199336303,0.007044532585516709,881000000.0,8610000000.0,0.5939281382250761,594000000.0,0.671581928006238,0.7027283549965172,0.354379943489267,0.329461329177563,0.131540063895654,0.654109979372719,0.46111164795688503,0.7021564510410461,0.316755793152455,0.0390239551506495,0.0,0.8483562389839899,0.0348979929743315,0.62371891380624,0.615809369655374,0.845139733117843,0.28208834247942305,0.0268449663076443,0.565402539670323,1.0,0.0233007446872554,0
5,0.48881197289523703,0.548680767553423,0.539482841693881,0.6026391271133921,0.6026463339050719,0.998971514142403,0.7974064759661801,0.8093344467810529,0.30354893762452,0.7815910271773321,0.000142464160492352,6350000000.0,0.460850674785905,0.00036603660366036603,0.0,0.20681808604778604,0.20681808604778604,0.20681808604778604,0.221423844190224,0.315908608615689,0.0587897212517204,0.0982004722742448,0.175491451382089,0.0220804543242332,0.8479809025072071,0.6899900373690989,0.6899900373690989,0.21763696479390698,7970000000.0,0.000467645121335942,0.264162995081241,0.37465072091203794,0.00961993878334233,0.009192912673568001,0.632191682305722,0.0104113661441377,0.157722889016537,0.842277110983463,0.0101884807339775,0.37826197820091606,0.00568453251438042,0.0981728467438566,0.17454943066133802,0.40322444512026007,0.15142428785607198,0.000635062339585891,0.009967679545037291,0.000944282913428058,0.00221275591373202,0.042741935483871,0.0385705682769561,0.393331222722236,0.00214160445263929,0.80699600240503,0.555075985055861,0.549076378725501,0.0199888253947574,0.00944952500518005,0.000990021254346084,0.10689512535716802,0.339609341435083,0.27701684534795,0.0007965903667812981,0.641614026354038,0.7368998898717449,0.332207970376021,0.00761615794210483,0.933498357725092,0.00227122542142365,0.026353702265874,0.000151095181844957,0.000158904499831549,0.593956893782608,1550000000.0,0.671571837333222,0.0312433165972889,0.641614026354038,0.332207970376021,0.119357070429225,0.64216189478111,0.45915023637606106,0.5592752855502,0.31441340012954805,0.0303150200384298,0.0,0.8023152072427371,0.004954198913077379,0.624031063103561,0.602640353674062,0.8406706652388771,0.28232978834932504,0.0276129748821225,0.567362732541315,1.0,0.0228881828738624,0
6,0.477892068444401,0.5596380287832529,0.5277584453129179,0.6073091281223431,0.6073595756641059,0.999032985266573,0.797435250782903,0.8093513724362841,0.303470627177254,0.781570676248726,0.0001565718127489,6040000000.0,0.46145961769121707,0.000551055105510551,0.144852717886426,0.18874046605705605,0.18874046605705605,0.18874046605705605,0.215751158173395,0.317677017754828,0.0467504575222711,0.11098444752055998,0.17925736235595396,0.0221180024084188,0.848160902616376,0.689659084587491,0.689659084587491,0.217569761184381,7500000000.0,0.000460108897929141,0.264155224530076,0.3748463172012971,0.0105871744549939,0.00868760191993133,0.6313951178750979,0.0062867616885071,0.120506696496055,0.8794933035039448,0.00571038123036349,0.37355479854970997,0.0066887247733255295,0.11094826322731899,0.178259558102707,0.4039599530025201,0.19190404797601202,0.000850131374717215,0.007437547231840559,0.000265782584495838,0.00047432408817435197,0.0429032258064516,0.041070458117297995,0.401833970285611,0.0104500666678496,0.8238793324912271,0.536499425029938,0.620741338307537,0.16945138701221601,0.00887294924095708,0.00815886392970895,0.10997264807656801,0.340843394461086,0.277174388431222,0.00477914600194404,0.8620936115599741,0.7370307392193679,0.33107677057401,0.00278167427142285,0.9359185728193771,0.00228068635299317,0.0445202442036938,0.000129973678459295,0.00011637176223307901,0.5939570719083671,0.000101612719369855,0.671573926642734,0.185143928471401,0.8620936115599741,0.33107677057401,0.11367790417298,0.646444699319379,0.46001301489794894,0.5653253133353511,0.315119647529838,0.0275971428517009,0.0,0.809173429779353,0.00105049458743006,0.623894530330071,0.607310378281468,0.841074781601751,0.279338429815579,0.0270410063495594,0.566121924281719,1.0,0.031017676075077005,0
7,0.508068054404524,0.562472743131269,0.5622892017773969,0.6100981565026881,0.6102783262947,0.999078048684668,0.797606239597662,0.8095035731360171,0.303675104456227,0.78176590481211,0.000158306360157492,0.0,0.481784554993584,0.000714071407140714,0.0766271889867396,0.20997850912308802,0.20997850912308802,0.20997850912308802,0.227285619740947,0.326554431633303,0.0143079692061043,0.103004641315854,0.18159222715975,0.0220490852387498,0.8479848316645471,0.6893931682112672,0.6893931682112672,0.217586143972265,6040000000.0,0.00044538581246552196,0.26397494774304303,0.37957788457956104,0.0241022648915292,0.016816866649116,0.6307786879631789,0.00168613611285895,0.0459231490159325,0.954076850984067,0.005238413964179929,0.36973336047221705,0.00602271619381886,0.10300942889247197,0.180612321846015,0.396298077631584,0.0569715142428786,0.00121534294380814,0.00520457524432471,577000000.0,6510000000.0,0.0164516129032258,0.00893321387130414,0.39542298907758794,0.0172732233798446,0.8202277682749709,0.255047085560918,0.335209259142271,0.0884148301498864,0.0177591560329108,0.0174987368052969,0.0263923381286605,0.37261434383105607,0.277153572675984,0.0167202834297573,0.514125097530981,0.7353359716653101,0.32700354502252804,0.0,0.943081686039026,0.0024553901656684802,0.0143962695738477,0.000227780358663017,0.000177079315350402,0.594038734614364,0.000162796503147039,0.6715920141926321,0.4581652818592539,0.514125097530981,0.32700354502252804,0.11093323366346801,0.656782709907555,0.466499494631074,0.615104821527289,0.316101448999917,0.012146666376231002,0.0,0.814951660027251,0.0331089946661642,0.629326888336355,0.6100984852745059,0.841086572217372,0.276001948363725,0.0267985472232925,0.5651933906320029,1.0,0.0835306180660653,0
8,0.5048505825574029,0.573539031836023,0.561967985438193,0.6000807160668211,0.6000879228585021,0.9989991299293891,0.797420448353147,0.8093534555938509,0.30351558317475896,0.7816174132089029,7380000000.0,1900000000.0,0.456453872155541,0.0006140614061406139,0.0,0.17319118452656898,0.17319118452656898,0.17319118452656898,0.22596199300368697,0.308304449317394,0.0489586641862153,0.10398176044296101,0.178202907283272,0.0220840258170892,0.8482464264902191,0.689751936030492,0.689751936030492,0.21763460543352897,8330000000.0,0.0006319697277392059,0.26743362006667104,0.3618997056741551,0.0116174364510563,0.00860525498230165,0.631746482924891,0.00825650425409679,0.14046013846479402,0.859539861535206,0.00992051723074013,0.377680430703024,0.00558947548015989,0.10397023140684301,0.176080235276374,0.40382464098775106,0.245877061469265,0.0010104186744849,0.00625744501893543,0.00048341476547409697,0.0027695382564693802,0.0674193548387097,0.0835303967216486,0.40264806313742296,0.00311667861361635,0.8388001285373651,0.632981832583947,0.669802218774521,0.0954625780634969,0.0106389090790506,0.00466666327593554,0.10830963519415598,0.32978219898670696,0.277073321311683,0.00288098910753426,0.72965857359608,0.738851999603421,0.331616486732022,0.0040416154616609795,0.937022290514403,0.00232479633675732,0.0307426621542622,0.00011191939487648601,0.000110848711028124,0.5939560991245171,4650000000.0,0.6715784646339751,0.0334312618393661,0.72965857359608,0.331616486732022,0.1157778063993,0.6593136876447111,0.46224238101228005,0.51507541383183,0.317472505865129,0.0251851164435936,0.0,0.813019344831854,0.0010734647121826198,0.624181647455636,0.600082388525884,0.8415449257913941,0.28076727241149796,0.0273628488913047,0.566927358957684,1.0,0.0261376211271088,0
9,0.5431677472822111,0.59272786742259,0.596766422185342,0.608548696291385,0.6085559030830661,0.9991310848613492,0.797603887809756,0.809496282084533,0.303560055774441,0.7817701153490629,7760000000.0,2700000000.0,0.467649698464223,0.000323032303230323,0.101123595505618,0.21145337322489605,0.21145337322489605,0.21145337322489605,0.244398222558381,0.32945462262149,0.0327449823797208,0.12116277176125699,0.197032462152595,0.0221452626968112,0.848107882520172,0.689520240229593,0.689520615328648,0.217606233378352,7850000000.0,0.000503429705327177,0.26430208794709803,0.38576245296374895,0.0068480285552931204,0.00559023415226947,0.630744441856961,0.0044583663903555604,0.0968648910118814,0.9031351089881191,0.00523357527078399,0.371728515734215,0.00536584771375646,0.120914553715374,0.195083327049242,0.398237996417581,0.11394302848575698,0.0009515790327980279,0.00664768142363705,0.000233682315484119,0.00015129954965689,0.027741935483871,0.0133542881482896,0.399516067026978,0.0121037570589081,0.761987301400297,0.287354910582112,0.323215945688043,0.0646937450025623,0.0059488606360329,0.0038883972482050603,0.0880019047432446,0.35671554716872106,0.27754510630236107,0.00267794017394171,0.851727170118942,0.7326207522298579,0.32963585298067,0.00287739837217784,0.94628379024937,0.00270805900224515,0.0117274401779859,0.000115497404614919,0.000107207043566577,0.5939259359339171,6640000000.0,0.671562643938958,0.38531331258838897,0.851727170118942,0.32963585298067,0.11225108945103802,0.630758632577701,0.456120394684555,0.6157014625721761,0.31287572684831394,0.0421825887338454,0.0,0.828784782631754,0.0295227187723905,0.623938305180353,0.6085439288205561,0.842306458381007,0.27801239965570196,0.0268215300169143,0.5652991758823249,1.0,0.0392920439795073,0
